Player,POS,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Svi Mykhailiuk,SG,CHA,25.0,32.0,16.0,16.0,467.9,222.0,77.0,173.0,44.5,42.0,99.0,42.4,26.0,39.0,66.7,15.0,38.0,53.0,53.0,24.0,15.0,4.0,23.0,398.0,0.0,0.0,20.0
Maxi Kleber,PF,DAL,31.0,37.0,18.0,19.0,929.8,220.0,77.0,169.0,45.6,39.0,112.0,34.8,27.0,38.0,71.1,30.0,105.0,135.0,52.0,27.0,12.0,30.0,85.0,559.0,0.0,0.0,-43.0
Jabari Walker,F,POR,20.0,56.0,21.0,35.0,619.2,216.0,83.0,198.0,41.9,16.0,56.0,28.6,34.0,45.0,75.6,48.0,83.0,131.0,34.0,29.0,10.0,13.0,69.0,464.0,0.0,0.0,-115.0
Lindy Waters III,F,OKC,25.0,41.0,20.0,21.0,530.8,214.0,70.0,178.0,39.3,58.0,162.0,35.8,16.0,20.0,80.0,16.0,59.0,75.0,28.0,10.0,14.0,11.0,42.0,411.0,0.0,0.0,136.0
Ziaire Williams,F,MEM,21.0,37.0,21.0,16.0,560.8,210.0,84.0,196.0,42.9,25.0,97.0,25.8,17.0,22.0,77.3,16.0,63.0,79.0,35.0,37.0,14.0,6.0,58.0,380.0,0.0,0.0,-76.0
Davis Bertans,SF,DAL,30.0,45.0,20.0,25.0,491.8,206.0,69.0,160.0,43.1,55.0,141.0,39.0,13.0,15.0,86.7,10.0,43.0,53.0,21.0,10.0,11.0,8.0,53.0,348.0,0.0,0.0,-37.0
Dean Wade,PF,CLE,26.0,44.0,30.0,14.0,891.6,206.0,73.0,177.0,41.2,45.0,127.0,35.4,15.0,23.0,65.2,20.0,130.0,150.0,37.0,17.0,28.0,21.0,89.0,572.0,0.0,0.0,108.0
Justin Holiday,SF,DAL,34.0,46.0,18.0,28.0,706.1,205.0,77.0,204.0,37.7,46.0,143.0,32.2,5.0,8.0,62.5,5.0,50.0,55.0,41.0,22.0,19.0,19.0,68.0,425.0,0.0,0.0,-129.0
Charles Bassey,C,SAS,22.0,35.0,9.0,26.0,507.9,199.0,87.0,135.0,64.4,3.0,8.0,37.5,22.0,37.0,59.5,75.0,118.0,193.0,48.0,41.0,16.0,33.0,74.0,609.0,0.0,0.0,-32.0
DeAndre Jordan,C,DEN,34.0,39.0,23.0,16.0,585.9,199.0,88.0,115.0,76.5,1.0,1.0,100.0,22.0,48.0,45.8,52.0,150.0,202.0,34.0,48.0,12.0,23.0,71.0,549.0,2.0,0.0,-119.0
Dewayne Dedmon,C,PHI,33.0,38.0,23.0,15.0,426.2,199.0,77.0,151.0,51.0,12.0,39.0,30.8,33.0,49.0,67.3,34.0,100.0,134.0,26.0,25.0,9.0,19.0,75.0,458.0,0.0,0.0,-124.0
Justise Winslow,PF,POR,27.0,29.0,15.0,14.0,775.8,196.0,81.0,198.0,40.9,14.0,45.0,31.1,20.0,28.0,71.4,49.0,96.0,145.0,98.0,43.0,30.0,11.0,89.0,597.0,1.0,0.0,-38.0
Anthony Gill,PF,WAS,30.0,59.0,21.0,38.0,624.6,195.0,71.0,132.0,53.8,4.0,29.0,13.8,49.0,67.0,73.1,37.0,62.0,99.0,34.0,15.0,7.0,12.0,70.0,407.0,0.0,0.0,-12.0
Caleb Houstan,G,ORL,20.0,51.0,20.0,31.0,812.2,193.0,66.0,182.0,36.3,46.0,136.0,33.8,15.0,18.0,83.3,34.0,65.0,99.0,30.0,18.0,12.0,7.0,63.0,396.0,0.0,0.0,-84.0
Ousmane Dieng,F,OKC,19.0,39.0,20.0,19.0,568.7,193.0,76.0,181.0,42.0,26.0,98.0,26.5,15.0,23.0,65.2,19.0,86.0,105.0,46.0,26.0,14.0,7.0,42.0,425.0,0.0,0.0,39.0
James Bouknight,SG,CHA,22.0,34.0,9.0,25.0,515.5,191.0,69.0,193.0,35.8,33.0,109.0,30.3,20.0,30.0,66.7,8.0,64.0,72.0,41.0,32.0,14.0,5.0,49.0,364.0,0.0,0.0,-97.0
Keon Johnson,SG,POR,21.0,40.0,13.0,27.0,416.4,189.0,67.0,178.0,37.6,28.0,81.0,34.6,27.0,41.0,65.9,11.0,33.0,44.0,59.0,43.0,19.0,6.0,43.0,362.0,0.0,0.0,-153.0
JaVale McGee,C,DAL,35.0,42.0,20.0,22.0,354.5,186.0,80.0,125.0,64.0,2.0,5.0,40.0,24.0,41.0,58.5,30.0,77.0,107.0,11.0,36.0,4.0,26.0,54.0,385.0,0.0,0.0,-57.0
Blake Wesley,G,SAS,20.0,37.0,9.0,28.0,669.1,184.0,69.0,215.0,32.1,20.0,52.0,38.5,26.0,44.0,59.1,12.0,70.0,82.0,98.0,65.0,25.0,5.0,67.0,454.0,0.0,0.0,-198.0
Rodney McGruder,G,DET,31.0,32.0,4.0,28.0,523.9,183.0,62.0,152.0,40.8,41.0,97.0,42.3,18.0,22.0,81.8,20.0,54.0,74.0,28.0,11.0,16.0,1.0,39.0,354.0,0.0,0.0,-44.0
Christian Koloko,C,TOR,22.0,58.0,29.0,29.0,801.8,182.0,72.0,150.0,48.0,1.0,12.0,8.3,37.0,59.0,62.7,84.0,87.0,171.0,31.0,20.0,21.0,57.0,128.0,648.0,0.0,0.0,156.0
Luka Garza,C,MIN,24.0,28.0,15.0,13.0,243.4,181.0,63.0,116.0,54.3,14.0,39.0,35.9,41.0,52.0,78.8,33.0,30.0,63.0,18.0,14.0,3.0,2.0,43.0,285.0,0.0,0.0,18.0
Wesley Matthews,SG,MIL,36.0,52.0,37.0,15.0,820.4,179.0,58.0,160.0,36.3,39.0,124.0,31.5,24.0,28.0,85.7,34.0,79.0,113.0,34.0,18.0,20.0,13.0,71.0,447.0,0.0,0.0,53.0
Jericho Sims,C,NYK,24.0,52.0,31.0,21.0,812.4,178.0,83.0,107.0,77.6,0.0,1.0,0.0,12.0,16.0,75.0,99.0,143.0,242.0,25.0,27.0,15.0,28.0,96.0,608.0,2.0,0.0,-113.0
Stanley Johnson,SF,SAS,26.0,30.0,5.0,25.0,469.5,174.0,65.0,122.0,53.3,18.0,40.0,45.0,26.0,39.0,66.7,22.0,73.0,95.0,67.0,33.0,16.0,6.0,48.0,422.0,0.0,0.0,-92.0
Amir Coffey,SG,LAC,25.0,50.0,26.0,24.0,625.3,172.0,56.0,145.0,38.6,11.0,40.0,27.5,49.0,63.0,77.8,17.0,36.0,53.0,53.0,21.0,7.0,5.0,50.0,330.0,0.0,0.0,-114.0
Isaiah Roby,F,NYK,25.0,42.0,9.0,33.0,473.6,172.0,67.0,155.0,43.2,18.0,60.0,30.0,20.0,41.0,48.8,21.0,87.0,108.0,38.0,31.0,18.0,7.0,53.0,403.0,0.0,0.0,-110.0
Ricky Rubio,PG,CLE,32.0,33.0,23.0,10.0,566.0,171.0,61.0,178.0,34.3,21.0,82.0,25.6,28.0,35.0,80.0,9.0,61.0,70.0,115.0,31.0,26.0,6.0,51.0,493.0,0.0,0.0,45.0
Blake Griffin,PF,BOS,34.0,41.0,27.0,14.0,568.9,170.0,63.0,130.0,48.5,23.0,66.0,34.8,21.0,32.0,65.6,47.0,108.0,155.0,61.0,22.0,14.0,9.0,75.0,495.0,0.0,0.0,105.0
Taj Gibson,F,WAS,37.0,49.0,21.0,28.0,480.4,168.0,65.0,125.0,52.0,8.0,24.0,33.3,30.0,42.0,71.4,32.0,61.0,93.0,34.0,26.0,15.0,12.0,84.0,386.0,0.0,0.0,-4.0
Goga Bitadze,C,ORL,23.0,38.0,13.0,25.0,456.8,167.0,69.0,125.0,55.2,6.0,26.0,23.1,23.0,42.0,54.8,61.0,76.0,137.0,39.0,22.0,16.0,26.0,64.0,494.0,2.0,0.0,26.0
Evan Fournier,SG,NYK,30.0,27.0,15.0,12.0,458.7,165.0,56.0,166.0,33.7,35.0,114.0,30.7,18.0,21.0,85.7,4.0,45.0,49.0,36.0,22.0,16.0,3.0,46.0,313.0,0.0,0.0,-54.0
Javonte Green,SF,CHI,29.0,32.0,13.0,19.0,480.3,165.0,61.0,108.0,56.5,13.0,35.0,37.1,30.0,45.0,66.7,27.0,61.0,88.0,23.0,20.0,24.0,21.0,52.0,420.0,0.0,0.0,48.0
Julian Champagnie,F,SAS,21.0,17.0,7.0,10.0,320.1,165.0,59.0,130.0,45.4,33.0,82.0,40.2,14.0,17.0,82.4,10.0,50.0,60.0,10.0,11.0,6.0,5.0,26.0,274.0,1.0,0.0,-74.0
Johnny Davis,G,WAS,21.0,28.0,10.0,18.0,422.6,163.0,66.0,171.0,38.6,17.0,70.0,24.3,14.0,27.0,51.9,10.0,55.0,65.0,28.0,17.0,10.0,8.0,48.0,320.0,0.0,0.0,-54.0
Jordan McLaughlin,PG,MIN,27.0,43.0,22.0,21.0,678.5,161.0,61.0,145.0,42.1,24.0,78.0,30.8,15.0,18.0,83.3,15.0,47.0,62.0,148.0,33.0,32.0,4.0,28.0,532.0,0.0,0.0,84.0
Kai Jones,PF,CHA,22.0,46.0,13.0,33.0,549.6,157.0,67.0,120.0,55.8,4.0,19.0,21.1,19.0,26.0,73.1,37.0,86.0,123.0,15.0,31.0,17.0,30.0,65.0,437.0,1.0,0.0,-32.0
Raul Neto,PG,CLE,30.0,48.0,31.0,17.0,505.2,157.0,57.0,110.0,51.8,12.0,42.0,28.6,31.0,34.0,91.2,10.0,36.0,46.0,79.0,24.0,17.0,4.0,49.0,370.0,0.0,0.0,11.0
Admiral Schofield,SF,ORL,26.0,37.0,14.0,23.0,451.3,155.0,55.0,122.0,45.1,24.0,74.0,32.4,21.0,23.0,91.3,23.0,39.0,62.0,31.0,16.0,8.0,5.0,61.0,299.0,0.0,0.0,-79.0
Juan Toscano-Anderson,SF,UTA,30.0,52.0,19.0,33.0,700.1,155.0,64.0,143.0,44.8,8.0,43.0,18.6,19.0,24.0,79.2,28.0,96.0,124.0,65.0,34.0,16.0,10.0,80.0,445.0,0.0,0.0,-147.0
Moses Brown,C,BKN,23.0,36.0,17.0,19.0,294.1,155.0,61.0,96.0,63.5,0.0,0.0,0.0,33.0,72.0,45.8,57.0,82.0,139.0,4.0,15.0,4.0,14.0,39.0,367.0,3.0,0.0,27.0
AJ Green,G,MIL,23.0,35.0,27.0,8.0,344.9,154.0,53.0,125.0,42.4,44.0,105.0,41.9,4.0,4.0,100.0,6.0,39.0,45.0,22.0,9.0,6.0,0.0,31.0,250.0,0.0,0.0,-26.0
Bruno Fernando,PF,ATL,24.0,39.0,13.0,26.0,405.1,153.0,59.0,112.0,52.7,0.0,4.0,0.0,35.0,50.0,70.0,54.0,83.0,137.0,31.0,25.0,6.0,34.0,74.0,459.0,1.0,0.0,-75.0
Derrick Rose,PG,NYK,34.0,27.0,12.0,15.0,337.9,152.0,61.0,159.0,38.4,19.0,63.0,30.2,11.0,12.0,91.7,8.0,32.0,40.0,46.0,22.0,7.0,5.0,18.0,283.0,0.0,0.0,-29.0
Saben Lee,G,PHX,23.0,25.0,15.0,10.0,373.5,151.0,49.0,121.0,40.5,11.0,30.0,36.7,42.0,57.0,73.7,13.0,32.0,45.0,67.0,24.0,19.0,1.0,32.0,342.0,1.0,0.0,-30.0
TyTy Washington Jr.,G,HOU,21.0,31.0,6.0,25.0,432.7,145.0,58.0,160.0,36.3,19.0,80.0,23.8,10.0,18.0,55.6,2.0,43.0,45.0,47.0,14.0,15.0,2.0,29.0,307.0,0.0,0.0,-47.0
Brandon Boston Jr.,SG,LAC,21.0,22.0,9.0,13.0,248.3,143.0,51.0,122.0,41.8,12.0,29.0,41.4,29.0,38.0,76.3,7.0,23.0,30.0,20.0,12.0,9.0,0.0,21.0,224.0,0.0,0.0,-44.0
Dalano Banton,PG,TOR,23.0,31.0,17.0,14.0,278.5,142.0,55.0,130.0,42.3,15.0,51.0,29.4,17.0,24.0,70.8,11.0,34.0,45.0,36.0,18.0,13.0,13.0,34.0,310.0,0.0,0.0,-34.0
Damian Jones,C,UTA,27.0,41.0,12.0,29.0,477.4,142.0,55.0,86.0,64.0,10.0,17.0,58.8,22.0,29.0,75.9,42.0,80.0,122.0,15.0,23.0,8.0,21.0,55.0,375.0,1.0,0.0,-83.0
Kevon Harris,G,ORL,25.0,34.0,12.0,22.0,457.0,141.0,47.0,107.0,43.9,16.0,43.0,37.2,31.0,41.0,75.6,28.0,42.0,70.0,16.0,21.0,17.0,5.0,53.0,294.0,0.0,0.0,0.0
Furkan Korkmaz,SG,PHI,25.0,37.0,24.0,13.0,353.5,140.0,48.0,111.0,43.2,18.0,46.0,39.1,26.0,36.0,72.2,6.0,36.0,42.0,22.0,24.0,10.0,3.0,18.0,238.0,0.0,0.0,2.0
Nathan Knight,F,MIN,25.0,38.0,19.0,19.0,290.7,139.0,46.0,81.0,56.8,8.0,22.0,36.4,39.0,57.0,68.4,22.0,34.0,56.0,13.0,21.0,10.0,6.0,41.0,253.0,0.0,0.0,-9.0
Frank Ntilikina,PG,DAL,24.0,47.0,20.0,27.0,607.6,135.0,48.0,132.0,36.4,17.0,67.0,25.4,22.0,33.0,66.7,7.0,55.0,62.0,58.0,29.0,16.0,7.0,65.0,336.0,0.0,0.0,35.0
Markieff Morris,PF,DAL,33.0,35.0,17.0,18.0,355.1,132.0,47.0,115.0,40.9,28.0,71.0,39.4,10.0,10.0,100.0,13.0,58.0,71.0,31.0,18.0,9.0,5.0,48.0,288.0,1.0,0.0,10.0
Richaun Holmes,F,SAC,29.0,42.0,22.0,20.0,347.6,130.0,55.0,89.0,61.8,5.0,8.0,62.5,15.0,19.0,78.9,29.0,51.0,80.0,9.0,14.0,3.0,11.0,50.0,268.0,1.0,0.0,-69.0
Chuma Okeke,PF,ORL,24.0,27.0,8.0,19.0,518.0,128.0,43.0,122.0,35.2,26.0,86.0,30.2,16.0,21.0,76.2,26.0,70.0,96.0,37.0,17.0,19.0,11.0,40.0,372.0,0.0,0.0,-118.0
Max Christie,G,LAL,20.0,41.0,19.0,22.0,512.4,128.0,44.0,106.0,41.5,26.0,62.0,41.9,14.0,16.0,87.5,7.0,68.0,75.0,21.0,13.0,9.0,7.0,33.0,285.0,0.0,0.0,-77.0
Udoka Azubuike,C,UTA,23.0,36.0,17.0,19.0,358.5,125.0,59.0,72.0,81.9,0.0,0.0,0.0,7.0,20.0,35.0,31.0,88.0,119.0,11.0,18.0,6.0,15.0,34.0,329.0,0.0,0.0,-83.0
Jae Crowder,PF,MIL,32.0,18.0,13.0,5.0,339.7,124.0,45.0,94.0,47.9,24.0,55.0,43.6,10.0,12.0,83.3,17.0,52.0,69.0,27.0,7.0,12.0,6.0,27.0,294.0,0.0,0.0,0.0
Juancho Hernangomez,PF,TOR,27.0,42.0,20.0,22.0,613.5,122.0,48.0,114.0,42.1,17.0,67.0,25.4,9.0,16.0,56.3,27.0,96.0,123.0,25.0,15.0,16.0,6.0,43.0,358.0,1.0,0.0,13.0
Matt Ryan,F,MIN,26.0,34.0,15.0,19.0,310.2,122.0,40.0,108.0,37.0,32.0,84.0,38.1,10.0,12.0,83.3,4.0,22.0,26.0,16.0,7.0,5.0,1.0,27.0,188.0,0.0,0.0,21.0
Patrick Baldwin Jr.,F,GSW,20.0,31.0,15.0,16.0,225.8,122.0,43.0,109.0,39.4,32.0,84.0,38.1,4.0,6.0,66.7,1.0,39.0,40.0,11.0,11.0,6.0,4.0,14.0,206.0,0.0,0.0,-51.0
Gorgui Dieng,C,SAS,33.0,31.0,3.0,28.0,358.1,121.0,45.0,117.0,38.5,21.0,75.0,28.0,10.0,13.0,76.9,27.0,80.0,107.0,53.0,32.0,4.0,14.0,57.0,351.0,2.0,0.0,-152.0
Kenneth Lofton Jr.,F,MEM,20.0,24.0,15.0,9.0,176.0,120.0,49.0,93.0,52.7,6.0,17.0,35.3,16.0,27.0,59.3,19.0,32.0,51.0,20.0,12.0,5.0,2.0,28.0,220.0,1.0,0.0,-48.0
Orlando Robinson,C,MIA,22.0,31.0,18.0,13.0,425.1,116.0,47.0,89.0,52.8,0.0,6.0,0.0,22.0,31.0,71.0,48.0,78.0,126.0,25.0,16.0,12.0,12.0,53.0,361.0,0.0,0.0,27.0
Kira Lewis Jr.,PG,NOP,22.0,25.0,11.0,14.0,234.8,114.0,40.0,88.0,45.5,15.0,34.0,44.1,19.0,22.0,86.4,5.0,28.0,33.0,23.0,10.0,10.0,2.0,24.0,214.0,0.0,0.0,62.0
McKinley Wright IV,PG,DAL,24.0,27.0,14.0,13.0,335.0,114.0,46.0,98.0,46.9,9.0,28.0,32.1,13.0,19.0,68.4,9.0,38.0,47.0,58.0,19.0,8.0,5.0,24.0,277.0,0.0,0.0,-110.0
Robin Lopez,C,CLE,35.0,37.0,25.0,12.0,298.5,112.0,48.0,75.0,64.0,2.0,4.0,50.0,14.0,18.0,77.8,23.0,28.0,51.0,19.0,25.0,2.0,8.0,43.0,207.0,0.0,0.0,-58.0
Dominick Barlow,F,SAS,19.0,28.0,5.0,23.0,407.6,110.0,46.0,86.0,53.5,0.0,4.0,0.0,18.0,25.0,72.0,46.0,56.0,102.0,24.0,15.0,10.0,19.0,56.0,340.0,2.0,0.0,-108.0
Ish Smith,PG,DEN,34.0,43.0,25.0,18.0,397.9,108.0,52.0,131.0,39.7,2.0,12.0,16.7,2.0,4.0,50.0,5.0,49.0,54.0,100.0,44.0,8.0,7.0,33.0,324.0,0.0,0.0,-36.0
Jake LaRavia,F,MEM,21.0,35.0,22.0,13.0,414.3,105.0,37.0,95.0,38.9,24.0,71.0,33.8,7.0,9.0,77.8,19.0,44.0,63.0,21.0,18.0,12.0,4.0,49.0,242.0,0.0,0.0,-78.0
Boban Marjanovic,C,HOU,34.0,31.0,7.0,24.0,171.1,102.0,41.0,60.0,68.3,0.0,1.0,0.0,20.0,27.0,74.1,20.0,40.0,60.0,9.0,14.0,5.0,2.0,10.0,195.0,0.0,0.0,66.0
Gary Payton II,SG,GSW,30.0,22.0,13.0,9.0,367.6,101.0,41.0,69.0,59.4,13.0,26.0,50.0,6.0,7.0,85.7,24.0,45.0,69.0,30.0,16.0,22.0,5.0,43.0,294.0,0.0,0.0,39.0
Kessler Edwards,SF,SAC,22.0,36.0,17.0,19.0,385.8,100.0,36.0,93.0,38.7,17.0,55.0,30.9,11.0,15.0,73.3,23.0,38.0,61.0,23.0,13.0,14.0,6.0,40.0,255.0,0.0,0.0,5.0
Cody Zeller,C,MIA,30.0,15.0,6.0,9.0,216.6,98.0,37.0,59.0,62.7,0.0,2.0,0.0,24.0,35.0,68.6,25.0,39.0,64.0,10.0,14.0,3.0,4.0,33.0,197.0,0.0,0.0,-48.0
Jamal Cain,F,MIA,24.0,18.0,10.0,8.0,240.0,98.0,37.0,66.0,56.1,7.0,20.0,35.0,17.0,22.0,77.3,15.0,37.0,52.0,12.0,6.0,11.0,1.0,21.0,208.0,0.0,0.0,22.0
Theo Pinson,G,DAL,27.0,40.0,19.0,21.0,323.0,95.0,31.0,87.0,35.6,22.0,62.0,35.5,11.0,13.0,84.6,10.0,53.0,63.0,46.0,12.0,6.0,1.0,34.0,249.0,1.0,1.0,-50.0
Skylar Mays,SG,POR,25.0,6.0,1.0,5.0,188.8,92.0,34.0,68.0,50.0,12.0,26.0,46.2,12.0,13.0,92.3,2.0,17.0,19.0,50.0,10.0,6.0,1.0,11.0,201.0,1.0,0.0,-74.0
Bryn Forbes,SG,MIN,29.0,25.0,9.0,16.0,267.7,89.0,30.0,83.0,36.1,14.0,46.0,30.4,15.0,15.0,100.0,4.0,11.0,15.0,17.0,12.0,7.0,2.0,22.0,148.0,0.0,0.0,-48.0
Davon Reed,SG,LAL,27.0,43.0,29.0,14.0,342.5,89.0,28.0,84.0,33.3,17.0,46.0,37.0,16.0,24.0,66.7,10.0,49.0,59.0,23.0,20.0,15.0,4.0,39.0,231.0,0.0,0.0,-99.0
Frank Kaminsky,PF,HOU,30.0,36.0,13.0,23.0,234.9,89.0,31.0,63.0,49.2,13.0,33.0,39.4,14.0,16.0,87.5,7.0,45.0,52.0,32.0,9.0,6.0,4.0,22.0,220.0,0.0,0.0,-4.0
Terry Taylor,F,CHI,23.0,31.0,13.0,18.0,263.4,89.0,39.0,75.0,52.0,5.0,19.0,26.3,6.0,11.0,54.5,27.0,20.0,47.0,10.0,9.0,3.0,6.0,26.0,178.0,0.0,0.0,18.0
Johnny Juzang,G,UTA,22.0,18.0,6.0,12.0,232.3,87.0,35.0,104.0,33.7,15.0,63.0,23.8,2.0,4.0,50.0,8.0,31.0,39.0,8.0,3.0,4.0,3.0,13.0,164.0,0.0,0.0,-87.0
Dalen Terry,F,CHI,20.0,38.0,19.0,19.0,213.9,85.0,32.0,72.0,44.4,7.0,27.0,25.9,14.0,21.0,66.7,12.0,25.0,37.0,22.0,8.0,11.0,5.0,24.0,202.0,0.0,0.0,12.0
David Duke Jr.,G,BKN,23.0,23.0,10.0,13.0,228.0,85.0,36.0,78.0,46.2,1.0,12.0,8.3,12.0,17.0,70.6,11.0,18.0,29.0,21.0,18.0,10.0,1.0,31.0,166.0,0.0,0.0,-35.0
Nikola Jovic,F,MIA,19.0,15.0,7.0,8.0,204.5,82.0,28.0,69.0,40.6,8.0,35.0,22.9,18.0,19.0,94.7,9.0,22.0,31.0,10.0,10.0,7.0,2.0,19.0,151.0,0.0,0.0,-16.0
Kennedy Chandler,G,MEM,20.0,36.0,22.0,14.0,281.5,78.0,35.0,83.0,42.2,2.0,15.0,13.3,6.0,13.0,46.2,9.0,29.0,38.0,58.0,18.0,12.0,5.0,15.0,244.0,0.0,0.0,-41.0
Peyton Watson,F,DEN,20.0,23.0,13.0,10.0,186.1,75.0,29.0,59.0,49.2,6.0,14.0,42.9,11.0,20.0,55.0,8.0,29.0,37.0,11.0,8.0,2.0,11.0,14.0,167.0,0.0,0.0,-47.0
Kemba Walker,PG,DAL,32.0,9.0,5.0,4.0,143.9,72.0,24.0,57.0,42.1,7.0,28.0,25.0,17.0,21.0,81.0,3.0,13.0,16.0,19.0,4.0,2.0,2.0,11.0,128.0,0.0,0.0,-1.0
Luka Samanic,F,UTA,23.0,7.0,2.0,5.0,160.8,69.0,26.0,57.0,45.6,8.0,31.0,25.8,9.0,13.0,69.2,0.0,30.0,30.0,15.0,10.0,6.0,2.0,17.0,142.0,0.0,0.0,-6.0
Serge Ibaka,F,MIL,33.0,16.0,11.0,5.0,185.4,66.0,26.0,54.0,48.1,6.0,18.0,33.3,8.0,13.0,61.5,15.0,29.0,44.0,4.0,11.0,2.0,7.0,23.0,141.0,0.0,0.0,-25.0
Danny Green,F,CLE,35.0,11.0,6.0,5.0,138.7,61.0,22.0,49.0,44.9,16.0,37.0,43.2,1.0,1.0,100.0,3.0,11.0,14.0,6.0,10.0,6.0,3.0,16.0,104.0,0.0,0.0,-17.0
Jeff Dowtin Jr.,PG,TOR,25.0,25.0,17.0,8.0,258.7,61.0,25.0,57.0,43.9,5.0,16.0,31.3,6.0,9.0,66.7,6.0,17.0,23.0,31.0,5.0,9.0,3.0,13.0,166.0,0.0,0.0,-9.0
Moussa Diabate,F,LAC,21.0,22.0,10.0,12.0,195.5,59.0,24.0,47.0,51.1,1.0,2.0,50.0,10.0,16.0,62.5,31.0,19.0,50.0,4.0,9.0,7.0,8.0,15.0,161.0,0.0,0.0,-22.0
Mamadi Diakite,F,CLE,26.0,22.0,15.0,7.0,175.9,57.0,24.0,50.0,48.0,7.0,21.0,33.3,2.0,2.0,100.0,8.0,22.0,30.0,8.0,12.0,4.0,9.0,26.0,132.0,0.0,0.0,-9.0
A.J. Lawson,G,DAL,22.0,15.0,5.0,10.0,108.3,56.0,22.0,44.0,50.0,10.0,25.0,40.0,2.0,8.0,25.0,6.0,15.0,21.0,2.0,3.0,2.0,0.0,11.0,87.0,0.0,0.0,-46.0
Quenton Jackson,G,WAS,24.0,9.0,3.0,6.0,134.6,56.0,19.0,42.0,45.2,1.0,12.0,8.3,17.0,22.0,77.3,2.0,6.0,8.0,15.0,4.0,4.0,1.0,10.0,99.0,0.0,0.0,-17.0
Jonathan Isaac,PF,ORL,25.0,11.0,8.0,3.0,124.0,55.0,22.0,53.0,41.5,6.0,15.0,40.0,5.0,9.0,55.6,15.0,29.0,44.0,6.0,4.0,14.0,4.0,5.0,167.0,0.0,0.0,-19.0
Jeenathan Williams,G,POR,24.0,5.0,1.0,4.0,126.6,53.0,24.0,39.0,61.5,3.0,8.0,37.5,2.0,3.0,66.7,10.0,5.0,15.0,10.0,4.0,3.0,2.0,13.0,97.0,0.0,0.0,-38.0
Trent Forrest,G,ATL,24.0,23.0,9.0,14.0,277.0,52.0,25.0,60.0,41.7,0.0,2.0,0.0,2.0,3.0,66.7,5.0,32.0,37.0,38.0,15.0,7.0,2.0,17.0,165.0,0.0,0.0,-58.0
James Johnson,PF,IND,36.0,18.0,7.0,11.0,162.4,51.0,22.0,49.0,44.9,3.0,15.0,20.0,4.0,8.0,50.0,4.0,26.0,30.0,15.0,8.0,7.0,6.0,32.0,141.0,0.0,0.0,-7.0
Jay Huff,C,WAS,25.0,7.0,2.0,5.0,94.9,51.0,15.0,25.0,60.0,6.0,12.0,50.0,15.0,16.0,93.8,6.0,15.0,21.0,10.0,5.0,3.0,4.0,15.0,107.0,0.0,0.0,-7.0
Thanasis Antetokounmpo,SF,MIL,30.0,37.0,25.0,12.0,206.2,51.0,20.0,46.0,43.5,0.0,8.0,0.0,11.0,22.0,50.0,15.0,29.0,44.0,15.0,12.0,3.0,3.0,22.0,132.0,0.0,0.0,-114.0
Garrett Temple,SF,NOP,36.0,25.0,16.0,9.0,161.8,50.0,18.0,45.0,40.0,11.0,26.0,42.3,3.0,4.0,75.0,5.0,12.0,17.0,13.0,4.0,9.0,2.0,15.0,119.0,0.0,0.0,-17.0
Lindell Wigginton,G,MIL,25.0,7.0,4.0,3.0,86.7,50.0,18.0,37.0,48.6,6.0,18.0,33.3,8.0,9.0,88.9,0.0,7.0,7.0,14.0,12.0,0.0,2.0,7.0,73.0,1.0,0.0,-39.0
Daniel Theis,C,IND,31.0,7.0,1.0,6.0,108.8,49.0,21.0,44.0,47.7,2.0,11.0,18.2,5.0,12.0,41.7,7.0,15.0,22.0,9.0,3.0,2.0,6.0,7.0,110.0,0.0,0.0,-19.0
Matthew Dellavedova,PG,SAC,32.0,32.0,19.0,13.0,212.8,47.0,17.0,50.0,34.0,9.0,27.0,33.3,4.0,7.0,57.1,1.0,12.0,13.0,41.0,10.0,7.0,0.0,20.0,135.0,0.0,0.0,-51.0
Josh Minott,F,MIN,20.0,15.0,7.0,8.0,96.2,46.0,18.0,36.0,50.0,2.0,6.0,33.3,8.0,8.0,100.0,5.0,20.0,25.0,5.0,3.0,4.0,6.0,10.0,111.0,1.0,0.0,24.0
KZ Okpala,SF,SAC,24.0,35.0,19.0,16.0,248.0,46.0,16.0,38.0,42.1,7.0,21.0,33.3,7.0,8.0,87.5,7.0,27.0,34.0,13.0,7.0,7.0,7.0,39.0,141.0,0.0,0.0,-11.0
Jared Rhoden,G,DET,23.0,14.0,2.0,12.0,197.9,45.0,17.0,44.0,38.6,5.0,20.0,25.0,6.0,6.0,100.0,11.0,26.0,37.0,4.0,3.0,4.0,1.0,23.0,107.0,0.0,0.0,21.0
John Butler Jr.,F,POR,20.0,19.0,4.0,15.0,221.1,45.0,17.0,53.0,32.1,8.0,35.0,22.9,3.0,4.0,75.0,3.0,14.0,17.0,11.0,1.0,7.0,9.0,22.0,129.0,0.0,0.0,-70.0
Dru Smith,G,BKN,25.0,15.0,7.0,8.0,158.4,44.0,18.0,45.0,40.0,5.0,19.0,26.3,3.0,3.0,100.0,2.0,22.0,24.0,22.0,3.0,10.0,4.0,23.0,145.0,0.0,0.0,-28.0
